Real, Imaginary
1.087692, -6.732377
1.797276, -3.668142
0.048158, 3.385100
2.127571, -1.437250
-2.434858, 3.487725
-0.903084, 1.565184
-1.532362, -2.123017
7.026481, -0.324256
1.199087, -2.273108
-5.730510, -4.643309
2.379191, -0.525376
-0.367494, 1.012791
4.511965, 0.015263
0.540762, -0.760764
-3.288308, 1.766547
-2.466748, -2.805328
-0.032249, 0.485273
0.501002, 4.896803
0.592631, -3.460171
6.398136, -3.118712
0.240886, -0.665583
-1.903861, 0.000169
5.290592, 0.909079
-0.625494, -0.373988
-4.929518, 4.278957
6.356801, 0.743775
-5.483419, 0.241178
0.019464, -2.836860
0.987244, -3.516771
-2.369826, -1.164010
0.419343, -1.988127
7.963553, -1.319411
1.466178, 2.349652
1.668688, -2.051681
2.541028, -3.893930
-4.489177, -2.627005
-4.220010, 3.858767
1.789877, -0.488715
-1.442901, -5.288994
2.093849, -4.721499
1.651431, -5.209573
-3.057064, -3.010857
-0.464457, 0.232133
-0.963739, -0.108879
-2.701939, 2.559401
0.823527, -3.334666
-0.505193, -1.544357
-5.555490, -6.262323
-4.971158, 3.466322
-2.226658, 4.488358
3.716109, -1.459386
-0.695187, -4.578233
0.656685, 4.361006
-6.385119, -0.665849
-1.862112, 4.018597
-4.299865, 2.594008
1.211181, 4.960169
6.238175, 1.515491
1.547037, -2.334450
-0.359765, -0.230147
7.200806, -6.454604
-2.526498, 4.664460
7.110022, -0.205392
2.724976, -1.642350
-2.352265, -1.606007
-0.814804, -4.325091
-2.984385, -5.832513
-3.663015, 3.602631
0.971466, -4.509346
-0.619215, -0.118317
-0.124050, -2.134114
1.972206, -2.447967
1.470384, 1.707297
-0.676986, 0.514263
-0.924807, -0.325883
-0.214185, 0.114273
-5.085167, 1.637314
0.745387, -1.706616
-1.264251, 1.351474
0.998914, -3.473237
-0.447440, -0.209595
0.403817, 1.029947
0.960183, -3.705973
2.973598, -2.618609
0.000373, 4.490933
-0.156216, -0.461957
1.100821, 1.373713
3.276746, 2.230036
2.103930, -3.356887
-0.956506, -2.392491
-3.407982, 2.676002
1.196902, -0.070436
5.468098, -0.578965
3.662042, 0.558018
3.162694, -6.205725
-1.573451, -7.335799
-1.039740, -1.192816
-1.245980, -0.890317
3.964402, -1.046397
-0.185834, -2.158699
1.672561, -2.708904
-4.022891, -2.480587
